Cost (Dollars),Quantity (g),Product Key,Date Key,Location Key
4.02,454.0,3,36,130
4.11,454.0,3,36,131
4.16,454.0,3,36,132
4.15,454.0,3,37,133
4.26,454.0,3,37,134
3.87,454.0,3,37,135
3.86,454.0,3,37,136
4.16,454.0,3,37,137
4.13,454.0,3,37,138
4.15,454.0,3,37,139
4.03,454.0,3,37,140
4.13,454.0,3,37,141
4.21,454.0,3,37,142
4.35,454.0,3,37,143
4.65,454.0,3,38,133
4.8,454.0,3,38,134
4.43,454.0,3,38,135
4.56,454.0,3,38,136
4.72,454.0,3,38,137
4.84,454.0,3,38,138
4.61,454.0,3,38,139
4.51,454.0,3,38,140
4.52,454.0,3,38,141
4.59,454.0,3,38,142
4.69,454.0,3,38,143
4.56,454.0,3,39,133
4.62,454.0,3,39,134
3.99,454.0,3,39,135
4.31,454.0,3,39,136
4.54,454.0,3,39,137
4.88,454.0,3,39,138
4.42,454.0,3,39,139
4.51,454.0,3,39,140
4.52,454.0,3,39,141
4.6,454.0,3,39,142
4.76,454.0,3,39,143
4.5,454.0,3,40,144
4.7,454.0,3,40,145
4.21,454.0,3,40,146
4.39,454.0,3,40,147
4.45,454.0,3,40,148
4.42,454.0,3,40,149
4.36,454.0,3,40,150
4.83,454.0,3,40,151
4.84,454.0,3,40,152
4.92,454.0,3,40,153
4.86,454.0,3,40,154
4.41,454.0,3,41,144
4.87,454.0,3,41,145
4.44,454.0,3,41,146
4.5,454.0,3,41,147
4.65,454.0,3,41,148
4.3,454.0,3,41,149
4.28,454.0,3,41,150
4.58,454.0,3,41,151
4.64,454.0,3,41,152
4.69,454.0,3,41,153
4.64,454.0,3,41,154
4.44,454.0,3,42,144
4.72,454.0,3,42,145
4.4,454.0,3,42,146
4.43,454.0,3,42,147
4.51,454.0,3,42,148
4.31,454.0,3,42,149
4.45,454.0,3,42,150
4.49,454.0,3,42,151
4.51,454.0,3,42,152
4.58,454.0,3,42,153
4.47,454.0,3,42,154
4.02,454.0,3,43,155
4.36,454.0,3,43,156
3.81,454.0,3,43,157
4.01,454.0,3,43,158
4.16,454.0,3,43,159
3.85,454.0,3,43,160
4.29,454.0,3,43,161
3.66,454.0,3,43,162
3.85,454.0,3,43,163
3.89,454.0,3,43,164
4.02,454.0,3,43,165
4.38,454.0,3,44,155
4.1,454.0,3,44,156
3.67,454.0,3,44,157
3.69,454.0,3,44,158
3.74,454.0,3,44,159
4.4,454.0,3,44,160
4.47,454.0,3,44,161
4.63,454.0,3,44,162
4.41,454.0,3,44,163
4.74,454.0,3,44,164
4.53,454.0,3,44,165
4.1,454.0,3,45,155
4.87,454.0,3,45,156
3.69,454.0,3,45,157
4.15,454.0,3,45,158
4.15,454.0,3,45,159
3.99,454.0,3,45,160
3.86,454.0,3,45,161
4.7,454.0,3,45,162
4.72,454.0,3,45,163
4.82,454.0,3,45,164
4.55,454.0,3,45,165
4.31,454.0,3,46,166
5.3,454.0,3,46,167
3.72,454.0,3,46,168
4.18,454.0,3,46,169
4.24,454.0,3,46,170
3.98,454.0,3,46,171
4.21,454.0,3,46,172
4.84,454.0,3,46,173
4.14,454.0,3,46,174
4.98,454.0,3,46,175
4.74,454.0,3,46,176
4.27,454.0,3,47,166
4.96,454.0,3,47,167
4.37,454.0,3,47,168
4.48,454.0,3,47,169
4.57,454.0,3,47,170
4.1,454.0,3,47,171
4.02,454.0,3,47,172
4.68,454.0,3,47,173
4.65,454.0,3,47,174
4.78,454.0,3,47,175
4.66,454.0,3,47,176
4.77,454.0,3,48,166
5.29,454.0,3,48,167
4.82,454.0,3,48,168
4.91,454.0,3,48,169
4.97,454.0,3,48,170
4.55,454.0,3,48,171
4.9,454.0,3,48,172
4.71,454.0,3,48,173
4.44,454.0,3,48,174
4.84,454.0,3,48,175
4.74,454.0,3,48,176
4.41,454.0,3,49,177
4.52,454.0,3,49,178
4.01,454.0,3,49,179
4.22,454.0,3,49,180
4.32,454.0,3,49,181
4.16,454.0,3,49,182
4.4,454.0,3,49,183
4.71,454.0,3,49,184
4.61,454.0,3,49,185
4.8,454.0,3,49,186
4.69,454.0,3,49,187
4.87,454.0,3,50,177
5.12,454.0,3,50,178
4.71,454.0,3,50,179
4.79,454.0,3,50,180
4.89,454.0,3,50,181
5.17,454.0,3,50,182
4.94,454.0,3,50,183
4.68,454.0,3,50,184
4.72,454.0,3,50,185
4.8,454.0,3,50,186
4.63,454.0,3,50,187
4.09,454.0,3,51,177
4.43,454.0,3,51,178
3.67,454.0,3,51,179
4.17,454.0,3,51,180
4.22,454.0,3,51,181
3.92,454.0,3,51,182
3.84,454.0,3,51,183
4.78,454.0,3,51,184
4.68,454.0,3,51,185
4.88,454.0,3,51,186
4.81,454.0,3,51,187
5.07,454.0,3,52,188
5.17,454.0,3,52,189
5.02,454.0,3,52,190
5.1,454.0,3,52,191
5.17,454.0,3,52,192
5.07,454.0,3,52,193
5.23,454.0,3,52,194
4.83,454.0,3,52,195
4.84,454.0,3,52,196
4.85,454.0,3,52,197
5.06,454.0,3,52,198
5.05,454.0,3,53,188
5.25,454.0,3,53,189
4.94,454.0,3,53,190
5.02,454.0,3,53,191
5.06,454.0,3,53,192
4.89,454.0,3,53,193
5.1,454.0,3,53,194
5.1,454.0,3,53,195
5.01,454.0,3,53,196
5.18,454.0,3,53,197
5.05,454.0,3,53,198
5.07,454.0,3,54,188
5.38,454.0,3,54,189
5.09,454.0,3,54,190
5.11,454.0,3,54,191
5.14,454.0,3,54,192
4.92,454.0,3,54,193
5.11,454.0,3,54,194
5.16,454.0,3,54,195
5.15,454.0,3,54,196
5.16,454.0,3,54,197
5.09,454.0,3,54,198
4.85,454.0,3,55,199
5.18,454.0,3,55,200
4.99,454.0,3,55,201
5.02,454.0,3,55,202
5.2,454.0,3,55,203
4.33,454.0,3,55,204
4.93,454.0,3,55,205
5.27,454.0,3,55,206
5.24,454.0,3,55,196
5.34,454.0,3,55,207
5.27,454.0,3,55,208
5.08,454.0,3,56,199
5.47,454.0,3,56,200
5.29,454.0,3,56,201
5.25,454.0,3,56,202
5.22,454.0,3,56,203
4.96,454.0,3,56,204
5.08,454.0,3,56,205
5.09,454.0,3,56,206
5.05,454.0,3,56,196
5.22,454.0,3,56,207
5.08,454.0,3,56,208
4.38,454.0,3,57,199
4.9,454.0,3,57,200
4.19,454.0,3,57,201
4.55,454.0,3,57,202
4.61,454.0,3,57,203
4.26,454.0,3,57,204
4.17,454.0,3,57,205
4.67,454.0,3,57,206
4.72,454.0,3,57,196
4.85,454.0,3,57,207
4.76,454.0,3,57,208
4.75,454.0,3,58,209
5.23,454.0,3,58,210
4.56,454.0,3,58,211
4.85,454.0,3,58,212
4.82,454.0,3,58,213
4.35,454.0,3,58,214
4.66,454.0,3,58,215
5.25,454.0,3,58,216
5.16,454.0,3,58,217
5.29,454.0,3,58,218
5.17,454.0,3,58,219
4.51,454.0,3,59,209
4.8,454.0,3,59,210
4.38,454.0,3,59,211
4.47,454.0,3,59,212
4.56,454.0,3,59,213
4.5,454.0,3,59,214
4.56,454.0,3,59,215
4.23,454.0,3,59,216
4.3,454.0,3,59,217
4.42,454.0,3,59,218
4.68,454.0,3,59,219
4.93,454.0,3,60,209
5.35,454.0,3,60,210
4.91,454.0,3,60,211
5.01,454.0,3,60,212
5.05,454.0,3,60,213
4.76,454.0,3,60,214
5.01,454.0,3,60,215
4.79,454.0,3,60,216
4.87,454.0,3,60,217
4.93,454.0,3,60,218
5.02,454.0,3,60,219
4.72,454.0,3,61,220
5.21,454.0,3,61,221
4.72,454.0,3,61,222
4.75,454.0,3,61,223
4.89,454.0,3,61,224
4.18,454.0,3,61,225
4.95,454.0,3,61,226
4.95,454.0,3,61,227
4.94,454.0,3,61,228
5.05,454.0,3,61,229
5.09,454.0,3,61,230
5.36,454.0,3,62,220
5.69,454.0,3,62,221
5.5,454.0,3,62,222
5.52,454.0,3,62,223
5.42,454.0,3,62,224
4.9,454.0,3,62,225
5.52,454.0,3,62,226
5.35,454.0,3,62,227
5.33,454.0,3,62,228
5.57,454.0,3,62,229
5.55,454.0,3,62,230
5.11,454.0,3,63,220
5.6,454.0,3,63,221
4.71,454.0,3,63,222
5.22,454.0,3,63,223
5.32,454.0,3,63,224
5.72,454.0,3,63,225
4.69,454.0,3,63,226
5.48,454.0,3,63,227
5.42,454.0,3,63,228
5.63,454.0,3,63,229
5.69,454.0,3,63,230
5.25,454.0,3,64,231
5.53,454.0,3,64,232
4.97,454.0,3,64,233
5.48,454.0,3,64,234
5.64,454.0,3,64,235
4.46,454.0,3,64,236
5.66,454.0,3,64,237
5.53,454.0,3,64,238
5.53,454.0,3,64,239
5.7,454.0,3,64,240
5.77,454.0,3,64,241
5.82,454.0,3,65,231
5.92,454.0,3,65,232
5.61,454.0,3,65,233
5.84,454.0,3,65,234
6.01,454.0,3,65,235
6.02,454.0,3,65,236
5.91,454.0,3,65,237
5.35,454.0,3,65,238
5.53,454.0,3,65,239
5.75,454.0,3,65,240
5.63,454.0,3,65,241
6.11,454.0,3,66,231
6.16,454.0,3,66,232
6.05,454.0,3,66,233
6.0,454.0,3,66,234
6.06,454.0,3,66,235
6.11,454.0,3,66,236
6.07,454.0,3,66,237
6.09,454.0,3,66,238
6.19,454.0,3,66,239
6.22,454.0,3,66,240
6.17,454.0,3,66,241
5.72,454.0,3,67,242
5.93,454.0,3,67,243
5.8,454.0,3,67,244
5.7,454.0,3,67,245
5.87,454.0,3,67,246
6.32,454.0,3,67,247
5.35,454.0,3,67,248
5.85,454.0,3,67,249
5.94,454.0,3,67,250
5.97,454.0,3,67,251
6.07,454.0,3,67,252
5.44,454.0,3,68,242
5.61,454.0,3,68,243
5.02,454.0,3,68,244
5.14,454.0,3,68,245
5.37,454.0,3,68,246
6.08,454.0,3,68,247
5.15,454.0,3,68,248
5.51,454.0,3,68,249
5.62,454.0,3,68,250
5.69,454.0,3,68,251
5.81,454.0,3,68,252
4.97,454.0,3,69,242
5.98,454.0,3,69,243
5.35,454.0,3,69,244
5.64,454.0,3,69,245
5.56,454.0,3,69,246
4.47,454.0,3,69,247
5.03,454.0,3,69,248
5.25,454.0,3,69,249
5.36,454.0,3,69,250
5.41,454.0,3,69,251
5.66,454.0,3,69,252
5.7,454.0,3,70,253
5.62,454.0,3,70,254
4.98,454.0,3,70,255
5.35,454.0,3,70,256
5.4,454.0,3,70,257
5.54,454.0,3,70,258
5.51,454.0,3,70,259
6.36,454.0,3,70,260
6.05,454.0,3,70,261
6.34,454.0,3,70,262
6.22,454.0,3,70,263
5.5,454.0,3,71,253
5.97,454.0,3,71,254
5.36,454.0,3,71,255
5.67,454.0,3,71,256
5.66,454.0,3,71,257
5.01,454.0,3,71,258
5.31,454.0,3,71,259
6.24,454.0,3,71,260
6.11,454.0,3,71,261
6.31,454.0,3,71,262
6.18,454.0,3,71,263
6.16,454.0,3,72,253
6.71,454.0,3,72,254
6.41,454.0,3,72,255
6.42,454.0,3,72,256
6.39,454.0,3,72,257
5.93,454.0,3,72,258
6.03,454.0,3,72,259
6.24,454.0,3,72,260
6.23,454.0,3,72,261
6.47,454.0,3,72,262
6.35,454.0,3,72,263
5.87,454.0,3,73,264
6.11,454.0,3,73,265
5.33,454.0,3,73,266
5.59,454.0,3,73,267
5.59,454.0,3,73,268
5.86,454.0,3,73,269
5.65,454.0,3,73,270
6.39,454.0,3,73,271
6.03,454.0,3,73,272
6.35,454.0,3,73,273
6.28,454.0,3,73,274
6.42,454.0,3,74,264
6.32,454.0,3,74,265
5.97,454.0,3,74,266
6.1,454.0,3,74,267
6.18,454.0,3,74,268
6.21,454.0,3,74,269
6.49,454.0,3,74,270
6.45,454.0,3,74,271
6.53,454.0,3,74,272
6.6,454.0,3,74,273
6.65,454.0,3,74,274
5.5,454.0,3,75,264
6.08,454.0,3,75,265
5.12,454.0,3,75,266
5.36,454.0,3,75,267
5.41,454.0,3,75,268
5.56,454.0,3,75,269
5.15,454.0,3,75,270
6.26,454.0,3,75,271
6.2,454.0,3,75,272
6.44,454.0,3,75,273
6.45,454.0,3,75,274
6.34,454.0,3,76,275
6.53,454.0,3,76,276
6.25,454.0,3,76,277
6.29,454.0,3,76,278
6.4,454.0,3,76,279
5.77,454.0,3,76,280
6.47,454.0,3,76,281
6.6,454.0,3,76,282
6.6,454.0,3,76,283
6.68,454.0,3,76,284
6.7,454.0,3,76,285
6.42,454.0,3,77,275
6.49,454.0,3,77,276
6.07,454.0,3,77,277
6.08,454.0,3,77,278
6.14,454.0,3,77,279
6.59,454.0,3,77,280
6.27,454.0,3,77,281
6.56,454.0,3,77,282
6.5,454.0,3,77,283
6.74,454.0,3,77,284
6.53,454.0,3,77,285
6.24,454.0,3,78,275
6.22,454.0,3,78,276
5.78,454.0,3,78,277
5.87,454.0,3,78,278
6.0,454.0,3,78,279
6.25,454.0,3,78,280
6.29,454.0,3,78,281
6.14,454.0,3,78,282
6.24,454.0,3,78,283
6.34,454.0,3,78,284
6.32,454.0,3,78,285
6.27,454.0,3,79,286
6.37,454.0,3,79,287
5.78,454.0,3,79,288
5.9,454.0,3,79,289
5.99,454.0,3,79,290
6.72,454.0,3,79,291
6.01,454.0,3,79,292
6.43,454.0,3,79,293
6.45,454.0,3,79,294
6.55,454.0,3,79,295
6.61,454.0,3,79,296
5.94,454.0,3,80,286
5.95,454.0,3,80,287
5.6,454.0,3,80,288
5.61,454.0,3,80,289
5.74,454.0,3,80,290
6.2,454.0,3,80,291
5.81,454.0,3,80,292
5.85,454.0,3,80,293
5.88,454.0,3,80,294
6.06,454.0,3,80,295
6.19,454.0,3,80,296
5.53,454.0,3,81,286
6.03,454.0,3,81,287
5.6,454.0,3,81,288
5.86,454.0,3,81,289
5.94,454.0,3,81,290
5.11,454.0,3,81,291
5.42,454.0,3,81,292
6.28,454.0,3,81,293
6.2,454.0,3,81,294
6.35,454.0,3,81,295
6.45,454.0,3,81,296
6.12,454.0,3,82,297
6.36,454.0,3,82,298
5.78,454.0,3,82,299
6.09,454.0,3,82,300
6.17,454.0,3,82,301
6.09,454.0,3,82,302
5.88,454.0,3,82,303
6.44,454.0,3,82,304
6.36,454.0,3,82,305
6.49,454.0,3,82,306
6.53,454.0,3,82,307
5.91,454.0,3,83,297
5.92,454.0,3,83,298
5.42,454.0,3,83,299
5.73,454.0,3,83,300
5.76,454.0,3,83,301
5.59,454.0,3,83,302
5.93,454.0,3,83,303
6.29,454.0,3,83,304
6.14,454.0,3,83,305
6.31,454.0,3,83,306
6.26,454.0,3,83,307
6.09,454.0,3,84,297
6.38,454.0,3,84,298
6.05,454.0,3,84,299
6.25,454.0,3,84,300
6.39,454.0,3,84,301
5.66,454.0,3,84,302
6.03,454.0,3,84,303
6.31,454.0,3,84,304
6.29,454.0,3,84,305
6.5,454.0,3,84,306
6.47,454.0,3,84,307
1.51,100.0,4,1,1
2.06,100.0,4,1,2
1.4,100.0,4,1,3
1.35,100.0,4,1,4
1.42,100.0,4,1,5
1.52,100.0,4,1,6
1.42,100.0,4,1,7
1.58,100.0,4,1,8
1.58,100.0,4,1,9
1.56,100.0,4,1,10
1.71,100.0,4,1,11
1.52,100.0,4,2,1
1.85,100.0,4,2,2
1.09,100.0,4,2,3
1.07,100.0,4,2,4
1.12,100.0,4,2,5
1.84,100.0,4,2,6
1.41,100.0,4,2,7
1.55,100.0,4,2,8
1.56,100.0,4,2,9
1.55,100.0,4,2,10
1.67,100.0,4,2,11
1.66,100.0,4,3,1
2.12,100.0,4,3,2
1.33,100.0,4,3,3
1.32,100.0,4,3,4
1.37,100.0,4,3,5
2.15,100.0,4,3,6
1.54,100.0,4,3,7
1.53,100.0,4,3,8
1.55,100.0,4,3,9
1.59,100.0,4,3,10
1.76,100.0,4,3,11
1.92,100.0,4,4,12
2.29,100.0,4,4,13
1.51,100.0,4,4,14
1.46,100.0,4,4,15
1.53,100.0,4,4,16
2.42,100.0,4,4,17
1.84,100.0,4,4,18
1.78,100.0,4,4,19
1.8,100.0,4,4,20
1.84,100.0,4,4,21
1.94,100.0,4,4,22
2.14,100.0,4,5,12
2.28,100.0,4,5,13
1.75,100.0,4,5,14
1.69,100.0,4,5,15
1.77,100.0,4,5,16
2.62,100.0,4,5,17
2.04,100.0,4,5,18
2.1,100.0,4,5,19
2.07,100.0,4,5,20
2.13,100.0,4,5,21
2.22,100.0,4,5,22
2.11,100.0,4,6,12
2.08,100.0,4,6,13
1.82,100.0,4,6,14
1.79,100.0,4,6,15
1.85,100.0,4,6,16
2.42,100.0,4,6,17
1.98,100.0,4,6,18
2.06,100.0,4,6,19
2.04,100.0,4,6,20
2.15,100.0,4,6,21
2.28,100.0,4,6,22
2.01,100.0,4,7,23
2.16,100.0,4,7,24
1.75,100.0,4,7,25
1.75,100.0,4,7,26
1.82,100.0,4,7,27
2.43,100.0,4,7,28
1.86,100.0,4,7,29
1.86,100.0,4,7,30
1.85,100.0,4,7,31
2.0,100.0,4,7,32
2.19,100.0,4,7,33
2.02,100.0,4,8,23
2.28,100.0,4,8,24
1.71,100.0,4,8,25
1.59,100.0,4,8,26
1.65,100.0,4,8,27
2.48,100.0,4,8,28
1.78,100.0,4,8,29
2.12,100.0,4,8,30
2.11,100.0,4,8,31
2.15,100.0,4,8,32
2.26,100.0,4,8,33
1.91,100.0,4,9,23
2.13,100.0,4,9,24
1.6,100.0,4,9,25
1.52,100.0,4,9,26
1.6,100.0,4,9,27
2.32,100.0,4,9,28
1.8,100.0,4,9,29
1.85,100.0,4,9,30
1.87,100.0,4,9,31
1.93,100.0,4,9,32
2.05,100.0,4,9,33
1.76,100.0,4,10,34
1.97,100.0,4,10,35
1.58,100.0,4,10,36
1.61,100.0,4,10,37
1.61,100.0,4,10,38
1.9,100.0,4,10,39
1.67,100.0,4,10,40
1.71,100.0,4,10,41
1.74,100.0,4,10,42
1.74,100.0,4,10,43
1.93,100.0,4,10,44
1.42,100.0,4,11,34
1.45,100.0,4,11,35
1.23,100.0,4,11,36
1.23,100.0,4,11,37
1.27,100.0,4,11,38
1.39,100.0,4,11,39
1.32,100.0,4,11,40
1.5,100.0,4,11,41
1.51,100.0,4,11,42
1.55,100.0,4,11,43
1.68,100.0,4,11,44
1.63,100.0,4,12,34
1.68,100.0,4,12,35
1.55,100.0,4,12,36
1.53,100.0,4,12,37
1.6,100.0,4,12,38
2.09,100.0,4,12,39
1.43,100.0,4,12,40
1.55,100.0,4,12,41
1.61,100.0,4,12,42
1.62,100.0,4,12,43
1.79,100.0,4,12,44
1.48,100.0,4,13,45
1.38,100.0,4,13,46
1.39,100.0,4,13,47
1.36,100.0,4,13,48
1.38,100.0,4,13,49
1.62,100.0,4,13,50
1.36,100.0,4,13,51
1.49,100.0,4,13,52
1.49,100.0,4,13,53
1.55,100.0,4,13,54
1.65,100.0,4,13,55
1.53,100.0,4,14,45
1.66,100.0,4,14,46
1.35,100.0,4,14,47
1.35,100.0,4,14,48
1.4,100.0,4,14,49
1.9,100.0,4,14,50
1.38,100.0,4,14,51
1.53,100.0,4,14,52
1.52,100.0,4,14,53
1.53,100.0,4,14,54
1.66,100.0,4,14,55
1.64,100.0,4,15,45
1.88,100.0,4,15,46
1.43,100.0,4,15,47
1.45,100.0,4,15,48
1.48,100.0,4,15,49
1.76,100.0,4,15,50
1.56,100.0,4,15,51
1.59,100.0,4,15,52
1.58,100.0,4,15,53
1.61,100.0,4,15,54
1.77,100.0,4,15,55
1.6,100.0,4,16,56
2.01,100.0,4,16,57
1.52,100.0,4,16,58
1.53,100.0,4,16,59
1.57,100.0,4,16,60
1.94,100.0,4,16,61
1.45,100.0,4,16,62
1.58,100.0,4,16,63
1.55,100.0,4,16,64
1.56,100.0,4,16,65
1.73,100.0,4,16,66
1.64,100.0,4,17,56
1.86,100.0,4,17,57
1.56,100.0,4,17,58
1.55,100.0,4,17,59
1.59,100.0,4,17,60
2.01,100.0,4,17,61
1.59,100.0,4,17,62
1.47,100.0,4,17,63
1.47,100.0,4,17,64
1.49,100.0,4,17,65
1.68,100.0,4,17,66
1.77,100.0,4,18,56
1.79,100.0,4,18,57
1.71,100.0,4,18,58
1.67,100.0,4,18,59
1.7,100.0,4,18,60
1.96,100.0,4,18,61
1.72,100.0,4,18,62
1.67,100.0,4,18,63
1.64,100.0,4,18,64
1.68,100.0,4,18,65
1.86,100.0,4,18,66
1.79,100.0,4,19,67
1.62,100.0,4,19,68
1.55,100.0,4,19,69
1.53,100.0,4,19,70
1.55,100.0,4,19,71
2.01,100.0,4,19,72
1.73,100.0,4,19,73
1.64,100.0,4,19,74
1.65,100.0,4,19,75
1.7,100.0,4,19,76
1.89,100.0,4,19,77
1.83,100.0,4,20,67
1.67,100.0,4,20,68
1.77,100.0,4,20,69
1.7,100.0,4,20,70
1.76,100.0,4,20,71
1.94,100.0,4,20,72
1.78,100.0,4,20,73
1.72,100.0,4,20,74
1.73,100.0,4,20,75
1.74,100.0,4,20,76
1.91,100.0,4,20,77
1.78,100.0,4,21,67
1.76,100.0,4,21,68
1.75,100.0,4,21,69
1.71,100.0,4,21,70
1.75,100.0,4,21,71
2.07,100.0,4,21,72
1.65,100.0,4,21,73
1.7,100.0,4,21,74
1.73,100.0,4,21,75
1.76,100.0,4,21,76
1.9,100.0,4,21,77
1.62,100.0,4,22,78
1.46,100.0,4,22,79
1.36,100.0,4,22,80
1.39,100.0,4,22,81
1.4,100.0,4,22,82
1.7,100.0,4,22,83
1.51,100.0,4,22,84
1.73,100.0,4,22,85
1.69,100.0,4,22,86
1.73,100.0,4,22,87
1.86,100.0,4,22,88
1.64,100.0,4,23,78
1.51,100.0,4,23,79
1.66,100.0,4,23,80
1.59,100.0,4,23,81
1.66,100.0,4,23,82
1.73,100.0,4,23,83
1.57,100.0,4,23,84
1.63,100.0,4,23,85
1.65,100.0,4,23,86
1.64,100.0,4,23,87
1.76,100.0,4,23,88
1.73,100.0,4,24,78
1.75,100.0,4,24,79
1.82,100.0,4,24,80
1.84,100.0,4,24,81
1.86,100.0,4,24,82
1.84,100.0,4,24,83
1.53,100.0,4,24,84
1.87,100.0,4,24,85
1.87,100.0,4,24,86
1.88,100.0,4,24,87
1.97,100.0,4,24,88
1.7,100.0,4,25,89
1.69,100.0,4,25,90
1.84,100.0,4,25,91
1.82,100.0,4,25,92
1.85,100.0,4,25,93
1.84,100.0,4,25,94
1.52,100.0,4,25,95
1.74,100.0,4,25,96
1.71,100.0,4,25,97
1.84,100.0,4,25,98
1.86,100.0,4,25,99
1.67,100.0,4,26,89
1.7,100.0,4,26,90
1.71,100.0,4,26,91
1.72,100.0,4,26,92
1.75,100.0,4,26,93
1.73,100.0,4,26,94
1.53,100.0,4,26,95
1.83,100.0,4,26,96
1.8,100.0,4,26,97
1.83,100.0,4,26,98
1.79,100.0,4,26,99
1.67,100.0,4,27,89
1.57,100.0,4,27,90
1.59,100.0,4,27,91
1.57,100.0,4,27,92
1.58,100.0,4,27,93
1.66,100.0,4,27,94
1.63,100.0,4,27,95
1.7,100.0,4,27,96
1.64,100.0,4,27,97
1.71,100.0,4,27,98
1.8,100.0,4,27,99
1.89,100.0,4,28,100
1.92,100.0,4,28,101
1.84,100.0,4,28,102
1.79,100.0,4,28,103
1.83,100.0,4,28,104
2.04,100.0,4,28,105
1.72,100.0,4,28,106
2.01,100.0,4,28,107
1.94,100.0,4,28,108
2.04,100.0,4,28,109
2.08,100.0,4,28,110
2.11,100.0,4,29,100
2.05,100.0,4,29,101
2.04,100.0,4,29,102
1.99,100.0,4,29,103
2.02,100.0,4,29,104
2.14,100.0,4,29,105
2.07,100.0,4,29,106
2.02,100.0,4,29,107
2.04,100.0,4,29,108
2.12,100.0,4,29,109
2.17,100.0,4,29,110
2.19,100.0,4,30,100
2.14,100.0,4,30,101
2.19,100.0,4,30,102
2.17,100.0,4,30,103
2.23,100.0,4,30,104
2.5,100.0,4,30,105
2.0,100.0,4,30,106
2.17,100.0,4,30,107
2.2,100.0,4,30,108
2.23,100.0,4,30,109
2.32,100.0,4,30,110
2.07,100.0,4,31,111
2.13,100.0,4,31,112
2.03,100.0,4,31,113
2.01,100.0,4,31,114
2.08,100.0,4,31,115
2.09,100.0,4,31,116
1.98,100.0,4,31,117
2.06,100.0,4,31,118
2.07,100.0,4,31,119
2.11,100.0,4,31,120
2.2,100.0,4,31,121
2.03,100.0,4,32,111
1.97,100.0,4,32,112
1.91,100.0,4,32,113
1.91,100.0,4,32,114
1.96,100.0,4,32,115
2.17,100.0,4,32,116
1.95,100.0,4,32,117
1.99,100.0,4,32,118
1.99,100.0,4,32,119
2.06,100.0,4,32,120
2.1,100.0,4,32,121
1.97,100.0,4,33,111
1.82,100.0,4,33,112
1.89,100.0,4,33,113
1.86,100.0,4,33,114
1.92,100.0,4,33,115
2.2,100.0,4,33,116
1.89,100.0,4,33,117
1.94,100.0,4,33,118
1.93,100.0,4,33,119
1.95,100.0,4,33,120
2.01,100.0,4,33,121
1.82,100.0,4,34,122
1.78,100.0,4,34,123
1.79,100.0,4,34,124
1.72,100.0,4,34,125
1.76,100.0,4,34,126
1.81,100.0,4,34,127
1.76,100.0,4,34,128
1.78,100.0,4,34,129
1.86,100.0,4,34,130
1.88,100.0,4,34,131
1.99,100.0,4,34,132
1.75,100.0,4,35,122
1.92,100.0,4,35,123
1.8,100.0,4,35,124
1.75,100.0,4,35,125
1.72,100.0,4,35,126
1.87,100.0,4,35,127
1.61,100.0,4,35,128
1.75,100.0,4,35,129
1.82,100.0,4,35,130
1.84,100.0,4,35,131
1.91,100.0,4,35,132
1.79,100.0,4,36,122
1.98,100.0,4,36,123
1.77,100.0,4,36,124
1.7,100.0,4,36,125
1.77,100.0,4,36,126
1.62,100.0,4,36,127
1.81,100.0,4,36,128
1.71,100.0,4,36,129
1.87,100.0,4,36,130
1.82,100.0,4,36,131
1.95,100.0,4,36,132
1.74,100.0,4,37,133
1.91,100.0,4,37,134
1.76,100.0,4,37,135
1.76,100.0,4,37,136
1.79,100.0,4,37,137
1.84,100.0,4,37,138
1.62,100.0,4,37,139
1.69,100.0,4,37,140
1.75,100.0,4,37,141
1.78,100.0,4,37,142
1.88,100.0,4,37,143
1.69,100.0,4,38,133
1.91,100.0,4,38,134
1.67,100.0,4,38,135
1.75,100.0,4,38,136
1.8,100.0,4,38,137
1.89,100.0,4,38,138
1.54,100.0,4,38,139
1.65,100.0,4,38,140
1.69,100.0,4,38,141
1.74,100.0,4,38,142
1.75,100.0,4,38,143
1.79,100.0,4,39,133
1.79,100.0,4,39,134
1.68,100.0,4,39,135
1.66,100.0,4,39,136
1.68,100.0,4,39,137
1.86,100.0,4,39,138
1.69,100.0,4,39,139
1.76,100.0,4,39,140
1.85,100.0,4,39,141
1.89,100.0,4,39,142
1.93,100.0,4,39,143
1.97,100.0,4,40,144
1.94,100.0,4,40,145
1.86,100.0,4,40,146
1.83,100.0,4,40,147
1.86,100.0,4,40,148
2.01,100.0,4,40,149
1.88,100.0,4,40,150
2.05,100.0,4,40,151
2.09,100.0,4,40,152
2.16,100.0,4,40,153
2.01,100.0,4,40,154
1.99,100.0,4,41,144
2.1,100.0,4,41,145
1.96,100.0,4,41,146
1.95,100.0,4,41,147
1.95,100.0,4,41,148
2.06,100.0,4,41,149
1.85,100.0,4,41,150
2.0,100.0,4,41,151
2.09,100.0,4,41,152
2.13,100.0,4,41,153
2.11,100.0,4,41,154
1.95,100.0,4,42,144
2.03,100.0,4,42,145
2.04,100.0,4,42,146
2.02,100.0,4,42,147
2.01,100.0,4,42,148
1.87,100.0,4,42,149
1.86,100.0,4,42,150
1.95,100.0,4,42,151
2.08,100.0,4,42,152
2.11,100.0,4,42,153
2.13,100.0,4,42,154
1.97,100.0,4,43,155
2.1,100.0,4,43,156
2.09,100.0,4,43,157
2.06,100.0,4,43,158
